,cnt,casual,registered,season_encoding,yr,mnth,day,holiday,weekday,workingday,weathersit,temp,hum,windspeed
354,2660,107,2553,2,0,12,21,0,3,1,2,17.6,85.8,14.8338
355,3068,227,2841,2,0,12,22,0,4,1,2,17.4,75.8,3.167425
356,2209,163,2046,2,0,12,23,0,5,1,1,15.3,68.6,18.374482
357,1011,155,856,2,0,12,24,0,6,0,1,12.4,54.2,12.750368
358,754,303,451,2,0,12,25,0,0,0,1,11.3,68.1,10.391097
359,1317,430,887,2,0,12,26,1,1,0,1,13.2,50.7,16.044155
360,1162,103,1059,2,0,12,27,0,2,1,2,13.3,76.2,12.62615
361,2302,255,2047,2,0,12,28,0,3,1,1,12.3,50.4,19.695387
362,2423,254,2169,2,0,12,29,0,4,1,1,10.2,57.4,8.000604
363,2999,491,2508,2,0,12,30,0,5,1,1,12.8,63.7,9.000579
364,2485,665,1820,2,0,12,31,0,6,0,1,16.8,61.6,14.750318
365,2294,686,1608,1,1,1,1,0,0,0,1,15.2,69.2,12.875189
366,1951,244,1707,1,1,1,2,1,1,0,1,11.2,38.1,22.087555
367,2236,89,2147,1,1,1,3,0,2,1,1,6.2,44.1,24.499957
368,2368,95,2273,3,1,1,4,0,3,1,2,4.4,41.5,12.3749
369,3272,140,3132,3,1,1,5,0,4,1,1,10.9,52.4,8.709129
370,4098,307,3791,3,1,1,6,0,5,1,1,13.7,54.2,11.249836
371,4521,1070,3451,4,1,1,7,0,6,0,1,16.1,53.2,11.708786
372,3425,599,2826,4,1,1,8,0,0,0,1,13.8,46.5,12.833314
373,2376,106,2270,4,1,1,9,0,1,1,2,9.2,70.2,6.6263
374,3598,173,3425,2,1,1,10,0,2,1,1,12.7,64.7,12.565984
375,2177,92,2085,2,1,1,11,0,3,1,2,11.2,84.8,8.791807
376,4097,269,3828,2,1,1,12,0,4,1,2,15.7,80.3,12.124789
377,3214,174,3040,1,1,1,13,0,5,1,1,11.2,50.8,25.333236
378,2493,333,2160,1,1,1,14,0,6,0,1,7.4,45.8,12.541261
379,2311,284,2027,1,1,1,15,0,0,0,1,6.8,41.9,16.834286
380,2298,217,2081,1,1,1,16,1,1,0,1,7.8,52.2,15.500986
381,2935,127,2808,1,1,1,17,0,2,1,2,15.3,71.6,23.39171
382,3376,109,3267,1,1,1,18,0,3,1,1,12.4,44.3,27.833743
383,3292,130,3162,1,1,1,19,0,4,1,1,7.8,49.8,14.750586
384,3163,115,3048,1,1,1,20,0,5,1,2,8.9,45.0,13.58425
385,1301,67,1234,1,1,1,21,0,6,0,2,7.1,83.1,14.917014
386,1977,196,1781,1,1,1,22,0,0,0,2,6.7,79.6,13.375746
387,2432,145,2287,1,1,1,23,0,1,1,2,9.0,91.1,7.417436
388,4339,439,3900,1,1,1,24,0,2,1,1,14.0,83.6,8.292389
389,4270,467,3803,1,1,1,25,0,3,1,1,12.1,64.4,10.791757
390,4075,244,3831,1,1,1,26,0,4,1,2,14.0,77.0,4.9175186
391,3456,269,3187,1,1,1,27,0,5,1,2,17.4,74.1,22.958689
392,4023,775,3248,1,1,1,28,0,6,0,1,12.9,54.3,14.125543
393,3243,558,2685,1,1,1,29,0,0,0,1,11.6,31.1,16.08335
394,3624,126,3498,1,1,1,30,0,1,1,1,11.0,40.1,14.458064
395,4509,324,4185,1,1,1,31,0,2,1,1,16.0,41.7,17.541739
396,4579,304,4275,1,1,2,1,0,3,1,1,19.2,50.8,12.667489
397,3761,190,3571,1,1,2,2,0,4,1,2,16.4,67.3,12.541529
398,4151,310,3841,1,1,2,3,0,5,1,1,12.8,52.7,11.959232
399,2832,384,2448,3,1,2,4,0,6,0,2,10.8,78.0,8.167032
400,2947,318,2629,3,1,2,5,0,0,0,2,10.9,68.8,11.791732
401,3784,206,3578,3,1,2,6,0,1,1,1,11.6,62.2,10.3046
402,4375,199,4176,4,1,2,7,0,2,1,1,14.5,49.6,9.874393
403,2802,109,2693,4,1,2,8,0,3,1,2,10.5,72.3,8.959307
404,3830,163,3667,4,1,2,9,0,4,1,1,10.9,56.2,13.000479
405,3831,227,3604,2,1,2,10,0,5,1,2,11.5,54.0,7.834243
406,2169,192,1977,2,1,2,11,0,6,0,3,9.2,73.1,19.416332
407,1529,73,1456,2,1,2,12,0,0,0,1,5.2,46.5,27.417204
408,3422,94,3328,1,1,2,13,0,1,1,1,9.1,41.1,11.207961
409,3922,135,3787,1,1,2,14,0,2,1,2,13.1,50.9,9.458993
410,4169,141,4028,1,1,2,15,0,3,1,1,14.3,53.1,12.1672
411,3005,74,2931,1,1,2,16,0,4,1,2,13.0,75.3,6.125475
412,4154,349,3805,1,1,2,17,0,5,1,1,14.1,63.5,13.791682
413,4318,1435,2883,1,1,2,18,0,6,0,1,14.2,53.5,12.792243
414,2689,618,2071,1,1,2,19,0,0,0,2,11.5,51.6,16.958504
415,3129,502,2627,1,1,2,20,1,1,0,1,11.5,50.8,15.348561
416,3777,163,3614,1,1,2,21,0,2,1,1,11.8,59.4,13.783039
417,4773,394,4379,1,1,2,22,0,3,1,1,16.2,56.8,15.709557
418,5062,516,4546,1,1,2,23,0,4,1,1,18.6,55.5,12.791171
419,3487,246,3241,1,1,2,24,0,5,1,2,16.7,73.8,15.916989
420,2732,317,2415,1,1,2,25,0,6,0,1,11.9,39.6,28.250014
421,3389,515,2874,1,1,2,26,0,0,0,1,11.4,41.0,13.750343
422,4322,253,4069,1,1,2,27,0,1,1,1,15.0,49.1,17.958211
423,4363,229,4134,1,1,2,28,0,2,1,1,14.7,39.6,12.958939
424,4990,325,4665,1,1,3,1,0,4,1,1,19.9,61.5,15.208129
425,3194,246,2948,1,1,3,2,0,5,1,2,14.5,65.7,9.708568
426,4066,956,3110,1,1,3,3,0,6,0,2,17.0,62.1,10.792293
427,3423,710,2713,3,1,3,4,0,0,0,1,13.4,40.3,22.416257
428,3333,203,3130,3,1,3,5,0,1,1,1,10.0,50.6,15.333486
429,3956,221,3735,3,1,3,6,0,2,1,1,10.6,45.7,13.458625
430,4916,432,4484,4,1,3,7,0,3,1,1,16.6,51.3,23.167193
431,5382,486,4896,4,1,3,8,0,4,1,1,21.6,56.8,29.584721
432,4569,447,4122,4,1,3,9,0,5,1,2,16.8,40.7,27.7916
433,4118,968,3150,2,1,3,10,0,6,0,1,11.8,35.0,15.12525
434,4911,1658,3253,2,1,3,11,0,0,0,1,14.8,47.7,14.913329
435,5298,838,4460,2,1,3,12,0,1,1,1,19.1,48.9,13.916771
436,5847,762,5085,1,1,3,13,0,2,1,1,23.2,61.8,15.87565
437,6312,997,5315,1,1,3,14,0,3,1,1,23.5,50.7,7.709154
438,6192,1005,5187,1,1,3,15,0,4,1,1,22.9,58.0,10.042161
439,4378,548,3830,1,1,3,16,0,5,1,2,17.9,84.2,7.583864
440,7836,3155,4681,1,1,3,17,0,6,0,2,21.1,75.6,7.417168
441,5892,2207,3685,1,1,3,18,0,0,0,2,19.4,81.0,8.501161
442,6153,982,5171,1,1,3,19,0,1,1,1,22.3,72.9,10.875239
443,6093,1051,5042,1,1,3,20,0,2,1,1,23.0,80.8,8.125157
444,6230,1122,5108,1,1,3,21,0,3,1,2,21.8,82.1,6.0004061
445,6871,1334,5537,1,1,3,22,0,4,1,1,22.7,83.1,7.876654
446,8362,2469,5893,1,1,3,23,0,5,1,2,24.7,69.4,7.7921
447,3372,1033,2339,1,1,3,24,0,6,0,2,20.6,88.5,12.916461
448,4996,1532,3464,1,1,3,25,0,0,0,2,17.9,88.1,14.791925
449,5558,795,4763,1,1,3,26,0,1,1,1,18.3,47.8,25.917007
450,5102,531,4571,1,1,3,27,0,2,1,1,13.3,29.0,12.541864
451,5698,674,5024,1,1,3,28,0,3,1,1,19.9,48.1,19.541957
452,6133,834,5299,1,1,3,29,0,4,1,1,20.3,43.9,21.41655
453,5459,796,4663,1,1,3,30,0,5,1,2,15.2,58.1,9.250489
454,6235,2301,3934,1,1,3,31,0,6,0,2,17.4,73.8,16.791339
455,6041,2347,3694,1,1,4,1,0,0,0,2,17.5,67.6,11.541889
456,5936,1208,4728,1,1,4,2,0,1,1,1,17.8,50.4,20.913313
457,6772,1348,5424,1,1,4,3,0,2,1,1,19.1,39.7,6.708911
458,6436,1058,5378,3,1,4,4,0,3,1,1,22.2,47.0,12.125325
459,6457,1192,5265,3,1,4,5,0,4,1,1,17.8,37.4,14.708443
460,6460,1807,4653,3,1,4,6,0,5,1,1,16.5,37.7,20.125996
461,6857,3252,3605,4,1,4,7,0,6,0,1,17.9,25.4,18.416357
462,5169,2230,2939,4,1,4,8,0,0,0,1,20.5,27.6,15.583932
463,5585,905,4680,4,1,4,9,0,1,1,1,20.1,31.8,23.999132
464,5918,819,5099,2,1,4,10,0,2,1,1,18.3,43.5,16.708125
465,4862,482,4380,2,1,4,11,0,3,1,1,14.3,47.0,19.783358
466,5409,663,4746,2,1,4,12,0,4,1,1,16.3,46.6,19.458743
467,6398,1252,5146,3,1,4,13,0,5,1,1,18.1,40.8,10.416557
468,7460,2795,4665,3,1,4,14,0,6,0,1,20.3,50.3,12.791439
469,7132,2846,4286,3,1,4,15,0,0,0,1,24.9,50.8,15.083643
470,6370,1198,5172,3,1,4,16,1,1,0,1,27.2,56.2,19.083543
471,6691,989,5702,3,1,4,17,0,2,1,1,24.9,39.0,18.333143
472,4367,347,4020,3,1,4,18,0,3,1,2,19.0,56.9,11.250104
473,6565,846,5719,3,1,4,19,0,4,1,1,20.4,61.2,4.4172564
474,7290,1340,5950,3,1,4,20,0,5,1,1,21.6,69.5,10.041357
475,6624,2541,4083,3,1,4,21,0,6,0,1,23.4,68.3,19.000329
476,1027,120,907,3,1,4,22,0,0,0,3,16.3,83.5,23.084582
477,3214,195,3019,3,1,4,23,0,1,1,2,13.2,76.7,20.334232
478,5633,518,5115,3,1,4,24,0,2,1,1,16.9,45.4,16.708661
479,6196,655,5541,3,1,4,25,0,3,1,1,19.5,42.8,7.959064
480,5026,475,4551,3,1,4,26,0,4,1,2,20.4,75.7,11.833875
481,6233,1014,5219,3,1,4,27,0,5,1,1,18.8,40.1,23.291411
482,4220,1120,3100,3,1,4,28,0,6,0,2,15.4,49.0,8.708325
483,6304,2229,4075,3,1,4,29,0,0,0,1,18.8,58.7,7.832836
484,5572,665,4907,3,1,4,30,0,1,1,2,19.0,57.0,11.499746
485,5740,653,5087,1,1,5,1,0,2,1,2,25.1,66.0,10.458432
486,6169,667,5502,1,1,5,2,0,3,1,1,23.1,79.7,9.249886
487,6421,764,5657,1,1,5,3,0,4,1,2,23.0,76.8,8.957632
488,6296,1069,5227,3,1,5,4,0,5,1,1,25.7,73.5,10.916846
489,6883,2496,4387,3,1,5,5,0,6,0,2,25.5,75.7,10.250464
490,6359,2135,4224,3,1,5,6,0,0,0,2,23.1,74.0,10.041893
491,6273,1008,5265,4,1,5,7,0,1,1,2,22.0,66.4,15.458307
492,5728,738,4990,4,1,5,8,0,2,1,2,23.8,68.6,19.833943
493,4717,620,4097,4,1,5,9,0,3,1,2,23.6,74.4,14.499604
494,6572,1026,5546,2,1,5,10,0,4,1,1,20.7,55.2,21.042221
495,7030,1319,5711,2,1,5,11,0,5,1,1,21.9,36.0,15.874779
496,7429,2622,4807,2,1,5,12,0,6,0,1,23.1,48.0,8.249911
497,6118,2172,3946,3,1,5,13,0,0,0,1,25.1,57.6,15.082839
498,2843,342,2501,3,1,5,14,0,1,1,2,23.5,79.0,14.250364
499,5115,625,4490,3,1,5,15,0,2,1,2,25.1,79.5,9.875264
500,7424,991,6433,3,1,5,16,0,3,1,1,26.1,69.8,8.208304
501,7384,1242,6142,3,1,5,17,0,4,1,1,24.3,52.0,15.374825
502,7639,1521,6118,3,1,5,18,0,5,1,1,23.1,52.3,9.166739
503,8294,3410,4884,3,1,5,19,0,6,0,1,24.6,45.6,5.626325
504,7129,2704,4425,3,1,5,20,0,0,0,1,25.5,53.0,17.042589
505,4359,630,3729,3,1,5,21,0,1,1,2,24.5,81.1,15.624668
506,6073,819,5254,3,1,5,22,0,2,1,2,25.2,76.6,7.917189
507,5260,766,4494,3,1,5,23,0,3,1,2,25.5,77.5,6.834
508,6770,1059,5711,3,1,5,24,0,4,1,1,26.9,71.7,11.584032
509,6734,1417,5317,3,1,5,25,0,5,1,1,27.9,74.7,9.41685
510,6536,2855,3681,3,1,5,26,0,6,0,1,28.4,73.2,13.332464
511,6591,3283,3308,3,1,5,27,0,0,0,1,28.3,69.7,14.416457
512,6043,2557,3486,3,1,5,28,1,1,0,1,29.2,67.6,13.166907
513,5743,880,4863,3,1,5,29,0,2,1,1,29.6,68.5,19.7918
514,6855,745,6110,3,1,5,30,0,3,1,2,26.9,67.0,9.000043
515,7338,1100,6238,3,1,5,31,0,4,1,1,27.9,49.3,13.083693
516,4127,533,3594,1,1,6,1,0,5,1,2,26.8,75.5,15.916721
517,8120,2795,5325,1,1,6,2,0,6,0,1,23.9,54.9,12.499654
518,7641,2494,5147,1,1,6,3,0,0,0,1,24.7,49.3,12.333829
519,6998,1071,5927,3,1,6,4,0,1,1,1,24.5,48.7,19.083811
520,7001,968,6033,3,1,6,5,0,2,1,2,22.2,61.3,14.041525
521,7055,1027,6028,3,1,6,6,0,3,1,1,22.7,61.1,5.167375
522,7494,1038,6456,4,1,6,7,0,4,1,1,24.7,56.7,10.54245
523,7736,1488,6248,4,1,6,8,0,5,1,1,26.6,46.8,11.750661
524,7498,2708,4790,4,1,6,9,0,6,0,1,29.1,43.7,9.667229
525,6598,2224,4374,2,1,6,10,0,0,0,1,29.8,53.8,8.959307
526,6664,1017,5647,2,1,6,11,0,1,1,2,29.6,58.8,13.916771
527,4972,477,4495,2,1,6,12,0,2,1,2,26.8,83.3,14.374582
528,7421,1173,6248,3,1,6,13,0,3,1,1,26.9,58.2,22.999693
529,7363,1180,6183,3,1,6,14,0,4,1,1,26.6,57.0,17.000111
530,7665,1563,6102,3,1,6,15,0,5,1,1,26.2,59.0,11.833339
531,7702,2963,4739,3,1,6,16,0,6,0,1,25.9,50.4,11.166689
532,6978,2634,4344,3,1,6,17,0,0,0,1,24.3,59.9,9.708568
533,5099,653,4446,3,1,6,18,0,1,1,2,23.3,77.8,11.707982
534,6825,968,5857,3,1,6,19,0,2,1,1,28.2,69.0,9.917139
535,6211,872,5339,3,1,6,20,0,3,1,1,32.1,59.2,7.625404
536,5905,778,5127,3,1,6,21,0,4,1,1,33.0,56.8,7.958729
537,5823,964,4859,3,1,6,22,0,5,1,1,31.9,57.4,12.250414
538,7458,2657,4801,3,1,6,23,0,6,0,1,30.0,53.5,12.041307
539,6891,2551,4340,3,1,6,24,0,0,0,1,30.5,47.9,9.750175
540,6779,1139,5640,3,1,6,25,0,1,1,1,29.3,50.4,20.125661
541,7442,1077,6365,3,1,6,26,0,2,1,1,25.9,37.3,23.292014
542,7335,1077,6258,3,1,6,27,0,3,1,1,28.6,36.0,18.208925
543,6879,921,5958,3,1,6,28,0,4,1,1,30.7,42.2,11.50055
544,5463,829,4634,3,1,6,29,0,5,1,1,34.2,48.9,11.082939
545,5687,1455,4232,3,1,6,30,0,6,0,1,31.4,60.1,10.791757
546,5531,1421,4110,1,1,7,1,0,0,0,1,33.4,51.9,11.291443
547,6227,904,5323,1,1,7,2,0,1,1,1,32.0,44.7,13.082889
548,6660,1052,5608,1,1,7,3,0,2,1,1,32.0,49.2,8.457879
549,7403,2562,4841,3,1,7,4,1,3,0,1,32.4,53.9,9.04165
550,6241,1405,4836,3,1,7,5,0,4,1,1,33.9,45.8,12.999943
551,6207,1366,4841,3,1,7,6,0,5,1,1,34.0,45.1,9.791514
552,4840,1448,3392,4,1,7,7,0,6,0,1,35.3,49.2,10.958118
553,4672,1203,3469,4,1,7,8,0,0,0,1,33.7,57.4,8.417143
554,6569,998,5571,4,1,7,9,0,1,1,2,29.1,68.3,12.125325
555,6290,954,5336,2,1,7,10,0,2,1,2,29.6,66.8,10.166379
556,7264,975,6289,2,1,7,11,0,3,1,1,29.4,63.3,10.166111
557,7446,1032,6414,2,1,7,12,0,4,1,1,29.3,53.0,9.833925
558,7499,1511,5988,4,1,7,13,0,5,1,2,30.0,48.6,5.41695
559,6969,2355,4614,4,1,7,14,0,6,0,2,28.8,69.9,9.626493
560,6031,1920,4111,4,1,7,15,0,0,0,1,30.6,71.8,11.166689
561,6830,1088,5742,4,1,7,16,0,1,1,1,31.3,64.5,11.000529
562,6786,921,5865,4,1,7,17,0,2,1,1,33.6,50.6,7.666743
563,5713,799,4914,4,1,7,18,0,3,1,1,32.5,57.7,9.208614
564,6591,888,5703,4,1,7,19,0,4,1,1,31.6,60.0,11.083743
565,5870,747,5123,4,1,7,20,0,5,1,2,27.3,84.4,14.000789
566,4459,1264,3195,4,1,7,21,0,6,0,3,24.4,86.5,14.2911
567,7410,2544,4866,4,1,7,22,0,0,0,2,27.4,76.2,6.2926936
568,6966,1135,5831,4,1,7,23,0,1,1,1,30.4,69.4,9.291761
569,7592,1140,6452,4,1,7,24,0,2,1,1,30.8,65.5,14.167418
570,8173,1383,6790,4,1,7,25,0,3,1,1,29.7,45.0,11.0416
571,6861,1036,5825,4,1,7,26,0,4,1,1,31.8,59.7,19.082471
572,6904,1259,5645,4,1,7,27,0,5,1,1,32.0,59.5,10.250464
573,6685,2234,4451,4,1,7,28,0,6,0,1,31.0,61.3,10.54245
574,6597,2153,4444,4,1,7,29,0,0,0,1,29.6,62.4,11.416532
575,7105,1040,6065,4,1,7,30,0,1,1,1,30.0,66.9,10.292339
576,7216,968,6248,4,1,7,31,0,2,1,1,29.2,70.4,11.083475
577,7580,1074,6506,1,1,8,1,0,3,1,1,29.4,67.8,9.458993
578,7261,983,6278,1,1,8,2,0,4,1,1,30.9,66.0,8.666718
579,7175,1328,5847,1,1,8,3,0,5,1,2,31.4,64.2,14.458064
580,6824,2345,4479,3,1,8,4,0,6,0,1,32.5,61.3,17.249686
581,5464,1707,3757,3,1,8,5,0,0,0,1,31.5,65.2,19.458207
582,7013,1233,5780,3,1,8,6,0,1,1,2,30.9,65.4,8.666718
583,7273,1278,5995,4,1,8,7,0,2,1,2,30.2,70.4,7.832836
584,7534,1263,6271,4,1,8,8,0,3,1,2,30.8,67.3,7.4169
585,7286,1196,6090,4,1,8,9,0,4,1,1,31.0,62.0,10.4587
586,5786,1065,4721,2,1,8,10,0,5,1,2,29.3,71.6,16.000471
587,6299,2247,4052,2,1,8,11,0,6,0,2,28.4,73.3,13.834093
588,6544,2182,4362,2,1,8,12,0,0,0,1,28.7,53.0,8.208304
589,6883,1207,5676,4,1,8,13,0,1,1,1,29.6,54.5,9.126204
590,6784,1128,5656,4,1,8,14,0,2,1,1,29.8,68.7,11.333586
591,7347,1198,6149,4,1,8,15,0,3,1,1,29.0,62.0,11.374657
592,7605,1338,6267,4,1,8,16,0,4,1,1,29.5,51.9,9.500332
593,7148,1483,5665,4,1,8,17,0,5,1,1,29.7,57.1,15.500718
594,7865,2827,5038,4,1,8,18,0,6,0,1,27.8,60.3,11.917089
595,4549,1208,3341,4,1,8,19,0,0,0,2,26.1,71.2,5.79215
596,6530,1026,5504,4,1,8,20,0,1,1,2,26.1,73.4,8.708593
597,7006,1081,5925,4,1,8,21,0,2,1,1,26.6,67.4,4.8756436
598,7375,1094,6281,4,1,8,22,0,3,1,1,27.4,67.7,4.7089811
599,7765,1363,6402,4,1,8,23,0,4,1,1,28.5,63.6,5.6679186
600,7582,1325,6257,4,1,8,24,0,5,1,2,28.8,61.5,4.8337686
601,6053,1829,4224,4,1,8,25,0,6,0,2,27.1,71.3,16.375336
602,5255,1483,3772,4,1,8,26,0,0,0,2,26.8,84.6,15.333486
603,6917,989,5928,4,1,8,27,0,1,1,1,28.8,73.0,8.625111
604,7040,935,6105,4,1,8,28,0,2,1,1,29.9,62.0,12.791975
605,7697,1177,6520,4,1,8,29,0,3,1,1,28.1,55.2,7.541654
606,7713,1172,6541,4,1,8,30,0,4,1,1,29.0,59.0,5.1668189
607,7350,1433,5917,4,1,8,31,0,5,1,1,31.3,58.8,11.291711
608,6140,2352,3788,1,1,9,1,0,6,0,2,30.9,63.8,7.583529
609,5810,2613,3197,1,1,9,2,0,0,0,2,28.6,81.5,4.2927436
610,6034,1965,4069,1,1,9,3,1,1,0,1,29.0,79.1,10.125107
611,6864,867,5997,3,1,9,4,0,2,1,1,29.8,75.5,15.833507
612,7112,832,6280,3,1,9,5,0,3,1,1,30.2,74.1,12.583136
613,6203,611,5592,3,1,9,6,0,4,1,2,28.6,81.0,9.542207
614,7504,1045,6459,4,1,9,7,0,5,1,1,28.8,73.6,11.500282
615,5976,1557,4419,4,1,9,8,0,6,0,2,27.0,79.9,18.833968
616,8227,2570,5657,4,1,9,9,0,0,0,1,25.0,54.8,15.041232
617,7525,1118,6407,2,1,9,10,0,1,1,1,23.9,50.4,17.333771
618,7767,1070,6697,2,1,9,11,0,2,1,1,23.7,52.0,6.1676314
619,7870,1050,6820,2,1,9,12,0,3,1,1,24.6,57.7,8.833682
620,7804,1054,6750,4,1,9,13,0,4,1,1,25.1,63.7,5.5422936
621,8009,1379,6630,4,1,9,14,0,5,1,1,26.0,67.2,6.958821
622,8714,3160,5554,4,1,9,15,0,6,0,1,24.9,50.2,16.583907
623,7333,2166,5167,4,1,9,16,0,0,0,1,23.8,57.0,6.0422811
624,6869,1022,5847,4,1,9,17,0,1,1,2,23.8,73.5,10.166714
625,4073,371,3702,4,1,9,18,0,2,1,2,25.6,87.2,23.958329
626,7591,788,6803,4,1,9,19,0,3,1,1,22.7,53.7,14.416725
627,7720,939,6781,4,1,9,20,0,4,1,1,22.4,61.8,7.917189
628,8167,1250,6917,4,1,9,21,0,5,1,1,24.6,66.9,10.333343
629,8395,2512,5883,4,1,9,22,0,6,0,1,26.6,64.7,19.000061
630,7907,2454,5453,4,1,9,23,0,0,0,1,21.7,46.7,14.958286
631,7436,1001,6435,4,1,9,24,0,1,1,1,21.1,49.3,9.541068
632,7538,845,6693,4,1,9,25,0,2,1,1,22.6,57.0,15.833507
633,7733,787,6946,4,1,9,26,0,3,1,1,26.0,63.1,16.3748
634,7393,751,6642,4,1,9,27,0,4,1,2,26.6,69.1,9.000914
635,7415,1045,6370,4,1,9,28,0,5,1,2,25.4,69.0,10.999993
636,8555,2589,5966,4,1,9,29,0,6,0,1,22.2,54.3,15.249468
637,6889,2015,4874,4,1,9,30,0,0,0,1,21.6,58.3,9.042186
638,6778,763,6015,1,1,10,1,0,1,1,2,21.4,64.9,6.0838814
639,4639,315,4324,1,1,10,2,0,2,1,3,24.2,87.2,6.999825
640,7572,728,6844,1,1,10,3,0,3,1,2,27.0,79.4,4.4585686
641,7328,891,6437,3,1,10,4,0,4,1,2,27.0,72.3,7.875582
642,8156,1516,6640,3,1,10,5,0,5,1,1,25.2,62.8,7.12545
643,7965,3031,4934,3,1,10,6,0,6,0,1,22.7,66.4,17.957675
644,3510,781,2729,4,1,10,7,0,0,0,2,17.0,70.8,9.457854
645,5478,874,4604,4,1,10,8,1,1,0,2,15.7,71.0,12.708493
646,6392,601,5791,4,1,10,9,0,2,1,2,18.3,76.2,12.7501
647,7691,780,6911,2,1,10,10,0,3,1,1,21.1,63.1,12.584007
648,7570,834,6736,2,1,10,11,0,4,1,1,17.8,46.3,12.166932
649,7282,1060,6222,2,1,10,12,0,5,1,1,17.9,53.9,15.751164
650,7109,2252,4857,2,1,10,13,0,6,0,1,16.1,49.5,9.791514
651,6639,2080,4559,2,1,10,14,0,0,0,1,21.4,64.0,18.667004
652,5875,760,5115,2,1,10,15,0,1,1,2,23.0,70.8,19.834479
653,7534,922,6612,2,1,10,16,0,2,1,1,19.2,55.8,12.208807
654,7461,979,6482,2,1,10,17,0,3,1,1,18.7,69.3,6.791857
655,7509,1008,6501,2,1,10,18,0,4,1,2,21.4,72.8,15.874779
656,5424,753,4671,2,1,10,19,0,5,1,2,23.1,81.5,9.041918
657,8090,2806,5284,2,1,10,20,0,6,0,1,19.9,57.3,7.874979
658,6824,2132,4692,2,1,10,21,0,0,0,1,19.0,51.0,11.125618
659,7058,830,6228,2,1,10,22,0,1,1,1,20.0,56.8,5.4593811
660,7466,841,6625,2,1,10,23,0,2,1,1,22.3,64.2,6.3345686
661,7693,795,6898,2,1,10,24,0,3,1,1,24.1,63.6,4.8762064
662,7359,875,6484,2,1,10,25,0,4,1,2,22.6,80.0,8.333125
663,7444,1182,6262,2,1,10,26,0,5,1,2,22.4,80.7,8.875289
664,7852,2643,5209,2,1,10,27,0,6,0,2,21.7,72.0,15.791364
665,4459,998,3461,2,1,10,28,0,0,0,2,19.6,69.5,26.666536
666,22,2,20,2,1,10,29,0,1,1,3,18.0,88.0,23.9994
667,1096,87,1009,2,1,10,30,0,2,1,2,13.0,82.5,14.271603
668,5566,419,5147,2,1,10,31,0,3,1,2,14.7,66.7,11.166689
669,5986,466,5520,1,1,11,1,0,4,1,2,15.0,58.2,10.542182
670,5847,618,5229,1,1,11,2,0,5,1,1,14.6,52.2,17.833725
671,5138,1029,4109,1,1,11,3,0,6,0,2,14.1,49.1,18.125443
672,5107,1201,3906,3,1,11,4,0,0,0,1,13.4,53.3,12.000236
673,5259,378,4881,3,1,11,5,0,1,1,1,13.1,49.4,15.833775
674,5686,466,5220,3,1,11,6,0,2,1,1,11.5,56.7,11.625371
675,5035,326,4709,4,1,11,7,0,3,1,2,12.1,54.8,20.375236
676,5315,340,4975,4,1,11,8,0,4,1,1,14.4,33.3,23.304945
677,5992,709,5283,4,1,11,9,0,5,1,1,14.8,54.1,14.375386
678,6536,2090,4446,2,1,11,10,0,6,0,1,16.0,64.5,3.8756686
679,6852,2290,4562,2,1,11,11,0,0,0,1,17.3,65.9,8.5425
680,6269,1097,5172,2,1,11,12,1,1,0,1,19.9,74.2,11.625639
681,4094,327,3767,2,1,11,13,0,2,1,2,14.1,66.3,22.917082
682,5495,373,5122,2,1,11,14,0,3,1,1,11.9,55.2,13.374875
683,5445,320,5125,2,1,11,15,0,4,1,2,13.2,62.0,10.250129
684,5698,484,5214,2,1,11,16,0,5,1,1,14.1,52.5,11.458675
685,5629,1313,4316,2,1,11,17,0,6,0,1,13.3,54.5,12.041843
686,4669,922,3747,2,1,11,18,0,0,0,1,14.0,69.3,15.250004
687,5499,449,5050,2,1,11,19,0,1,1,2,15.6,62.3,15.749489
688,5634,534,5100,2,1,11,20,0,2,1,2,15.3,68.5,5.542575
689,5146,615,4531,2,1,11,21,0,3,1,1,14.5,61.4,6.917482
690,2425,955,1470,2,1,11,22,1,4,0,1,13.9,58.0,3.5423436
691,3910,1603,2307,2,1,11,23,0,5,1,1,15.1,56.9,9.917407
692,2277,532,1745,2,1,11,24,0,6,0,1,11.4,40.5,25.250357
693,2424,309,2115,2,1,11,25,0,0,0,1,10.1,46.8,10.0835
694,5087,337,4750,2,1,11,26,0,1,1,1,12.8,53.5,3.12555
695,3959,123,3836,2,1,11,27,0,2,1,2,12.0,78.7,15.916654
696,5260,198,5062,2,1,11,28,0,3,1,1,12.2,50.6,14.125007
697,5323,243,5080,2,1,11,29,0,4,1,1,11.5,55.6,7.739974
698,5668,362,5306,2,1,11,30,0,5,1,1,12.2,65.0,3.9175436
699,5191,951,4240,1,1,12,1,0,6,0,2,12.2,80.7,4.0001814
700,4649,892,3757,1,1,12,2,0,0,0,2,14.2,82.3,8.333393
701,6234,555,5679,1,1,12,3,0,1,1,1,18.6,76.8,5.5422936
702,6606,551,6055,3,1,12,4,0,2,1,1,19.5,73.4,11.666643
703,5729,331,5398,3,1,12,5,0,3,1,1,18.0,48.5,21.709407
704,5375,340,5035,3,1,12,6,0,4,1,1,10.5,50.9,11.708518
705,5008,349,4659,4,1,12,7,0,5,1,2,13.2,76.4,8.7502
706,5582,1153,4429,4,1,12,8,0,6,0,2,15.6,91.1,6.792393
