,instant,dteday,season,yr,mnth,day,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_encoding,temp_interval,temp_interval_num,hum_interval,hum_interval_num,temp_interval_ord,hum_very_low,hum_low,hum_medium,hum_high,hum_very_high,wind_interval,wind_num_encoding
135,136,2018-05-16,spring,0,5,16,0,1,1,1,23.7,27.5,78.8,8.500357,773,3185,3958,3,high,"(22.14, 28.72]",very_high,"(77.76, 97.2]",4,0,0,0,0,1,low,3
136,137,2018-05-17,spring,0,5,17,0,2,1,2,23.0,26.9,83.8,18.582718,678,3445,4123,3,high,"(22.14, 28.72]",very_high,"(77.76, 97.2]",4,0,0,0,0,1,medium,2
137,138,2018-05-18,spring,0,5,18,0,3,1,2,22.6,26.4,87.0,13.499964,536,3319,3855,3,high,"(22.14, 28.72]",very_high,"(77.76, 97.2]",4,0,0,0,0,1,low,3
138,139,2018-05-19,spring,0,5,19,0,4,1,2,21.8,25.5,83.0,7.250271,735,3840,4575,3,medium,"(15.56, 22.14]",very_high,"(77.76, 97.2]",3,0,0,0,0,1,very_low,4
139,140,2018-05-20,spring,0,5,20,0,5,1,1,22.0,26.5,72.0,8.375871,909,4008,4917,3,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,low,3
140,141,2018-05-21,spring,0,5,21,0,6,0,1,24.7,28.6,62.7,8.08355,2258,3547,5805,3,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,low,3
141,142,2018-05-22,spring,0,5,22,0,0,0,1,24.8,28.7,75.0,9.916536,1576,3084,4660,3,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,low,3
142,143,2018-05-23,spring,0,5,23,0,1,1,2,25.9,29.5,81.0,15.667414,836,3438,4274,3,high,"(22.14, 28.72]",very_high,"(77.76, 97.2]",4,0,0,0,0,1,medium,2
143,144,2018-05-24,spring,0,5,24,0,2,1,2,27.1,30.2,74.1,13.875164,659,3833,4492,3,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,low,3
144,145,2018-05-25,spring,0,5,25,0,3,1,1,27.1,30.8,69.6,10.333611,740,4238,4978,3,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,low,3
145,146,2018-05-26,spring,0,5,26,0,4,1,1,29.0,32.7,67.8,13.376014,758,3919,4677,3,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,low,3
146,147,2018-05-27,spring,0,5,27,0,5,1,1,27.9,31.9,65.4,16.125493,871,3808,4679,3,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,medium,2
147,148,2018-05-28,spring,0,5,28,0,6,0,1,26.9,30.6,73.0,15.416164,2001,2757,4758,3,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,medium,2
148,149,2018-05-29,spring,0,5,29,0,0,0,1,27.4,30.8,81.9,14.333846,2355,2433,4788,3,high,"(22.14, 28.72]",very_high,"(77.76, 97.2]",4,0,0,0,0,1,low,3
149,150,2018-05-30,spring,0,5,30,1,1,0,1,30.1,33.6,68.5,8.792075,1549,2549,4098,3,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,low,3
150,151,2018-05-31,spring,0,5,31,0,2,1,1,31.8,36.3,63.7,7.459043,673,3309,3982,3,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,very_low,4
151,152,2018-01-06,winter,0,6,01,0,3,1,2,31.3,36.0,67.7,13.875164,513,3461,3974,1,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,low,3
152,153,2018-02-06,winter,0,6,02,0,4,1,1,29.3,32.2,30.5,19.583229,736,4232,4968,1,very_high,"(28.72, 35.3]",low,"(19.44, 38.88]",5,0,1,0,0,0,medium,2
153,154,2018-03-06,winter,0,6,03,0,5,1,1,25.4,29.4,35.4,16.959107,898,4414,5312,1,high,"(22.14, 28.72]",low,"(19.44, 38.88]",4,0,1,0,0,0,medium,2
154,155,2018-04-06,spring,0,6,04,0,6,0,1,26.0,29.7,45.6,8.250514,1869,3473,5342,3,high,"(22.14, 28.72]",medium,"(38.88, 58.32]",4,0,0,1,0,0,low,3
155,156,2018-05-06,spring,0,6,05,0,0,0,2,26.6,30.8,65.2,9.292364,1685,3221,4906,3,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,low,3
156,157,2018-06-06,spring,0,6,06,0,1,1,1,27.8,31.1,60.0,8.167032,673,3875,4548,3,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,low,3
157,158,2018-07-06,summer,0,6,07,0,2,1,1,29.0,32.8,59.8,12.583136,763,4070,4833,4,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,low,3
158,159,2018-08-06,summer,0,6,08,0,3,1,1,31.8,36.4,62.2,9.166739,676,3725,4401,4,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,low,3
159,160,2018-09-06,summer,0,6,09,0,4,1,2,33.1,37.9,56.8,10.042161,563,3352,3915,4,very_high,"(28.72, 35.3]",medium,"(38.88, 58.32]",5,0,0,1,0,0,low,3
160,161,2018-10-06,autumn,0,6,10,0,5,1,1,31.0,35.2,60.5,9.417118,815,3771,4586,2,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,low,3
161,162,2018-11-06,autumn,0,6,11,0,6,0,1,29.7,33.9,65.5,10.37495,1729,3237,4966,2,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,low,3
162,163,2018-12-06,autumn,0,6,12,0,0,0,1,28.4,32.2,74.8,10.958989,1467,2993,4460,2,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,low,3
163,164,2018-06-13,spring,0,6,13,0,1,1,1,26.0,30.1,49.5,20.45845,863,4157,5020,3,high,"(22.14, 28.72]",medium,"(38.88, 58.32]",4,0,0,1,0,0,medium,2
164,165,2018-06-14,spring,0,6,14,0,2,1,1,24.8,29.6,50.7,18.041961,727,4164,4891,3,high,"(22.14, 28.72]",medium,"(38.88, 58.32]",4,0,0,1,0,0,medium,2
165,166,2018-06-15,spring,0,6,15,0,3,1,1,25.7,29.4,47.2,11.250104,769,4411,5180,3,high,"(22.14, 28.72]",medium,"(38.88, 58.32]",4,0,0,1,0,0,low,3
166,167,2018-06-16,spring,0,6,16,0,4,1,2,25.8,29.8,68.8,13.833557,545,3222,3767,3,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,low,3
167,168,2018-06-17,spring,0,6,17,0,5,1,1,26.6,30.0,73.6,9.582943,863,3981,4844,3,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,low,3
168,169,2018-06-18,spring,0,6,18,0,6,0,1,28.6,32.2,67.0,8.000336,1807,3312,5119,3,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,low,3
169,170,2018-06-19,spring,0,6,19,0,0,0,2,28.7,32.3,66.7,6.834,1639,3105,4744,3,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,very_low,4
170,171,2018-06-20,spring,0,6,20,0,1,1,2,26.0,29.8,74.6,10.416825,699,3311,4010,3,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,low,3
171,172,2018-06-21,spring,0,6,21,0,2,1,2,27.9,31.9,77.0,11.458675,774,4061,4835,3,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,low,3
172,173,2018-06-22,spring,0,6,22,0,3,1,1,30.1,34.7,70.8,11.541554,661,3846,4507,3,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,low,3
173,174,2018-06-23,spring,0,6,23,0,4,1,2,29.9,34.7,70.3,15.999868,746,4044,4790,3,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,medium,2
174,175,2018-06-24,spring,0,6,24,0,5,1,1,29.7,32.8,57.3,14.875675,969,4022,4991,3,very_high,"(28.72, 35.3]",medium,"(38.88, 58.32]",5,0,0,1,0,0,medium,2
175,176,2018-06-25,spring,0,6,25,0,6,0,1,28.5,32.2,48.3,14.041257,1782,3420,5202,3,high,"(22.14, 28.72]",medium,"(38.88, 58.32]",4,0,0,1,0,0,low,3
176,177,2018-06-26,spring,0,6,26,0,0,0,1,27.9,31.9,51.3,6.3337311,1920,3385,5305,3,high,"(22.14, 28.72]",medium,"(38.88, 58.32]",4,0,0,1,0,0,very_low,4
177,178,2018-06-27,spring,0,6,27,0,1,1,2,28.0,31.9,65.8,7.208396,854,3854,4708,3,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,very_low,4
178,179,2018-06-28,spring,0,6,28,0,2,1,1,30.5,34.6,63.4,9.666961,732,3916,4648,3,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,low,3
179,180,2018-06-29,spring,0,6,29,0,3,1,1,29.9,32.7,49.8,17.542007,848,4377,5225,3,very_high,"(28.72, 35.3]",medium,"(38.88, 58.32]",5,0,0,1,0,0,medium,2
180,181,2018-06-30,spring,0,6,30,0,4,1,1,28.6,31.9,43.4,12.415904,1027,4488,5515,3,high,"(22.14, 28.72]",medium,"(38.88, 58.32]",4,0,0,1,0,0,low,3
181,182,2018-01-07,winter,0,7,01,0,5,1,1,29.6,32.6,39.6,6.874736,1246,4116,5362,1,very_high,"(28.72, 35.3]",medium,"(38.88, 58.32]",5,0,0,1,0,0,very_low,4
182,183,2018-02-07,winter,0,7,02,0,6,0,1,30.3,33.4,44.5,7.709154,2204,2915,5119,1,very_high,"(28.72, 35.3]",medium,"(38.88, 58.32]",5,0,0,1,0,0,very_low,4
183,184,2018-03-07,winter,0,7,03,0,0,0,2,29.4,33.4,68.2,15.333486,2282,2367,4649,1,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,medium,2
184,185,2018-04-07,spring,0,7,04,1,1,0,2,29.8,33.3,63.8,5.4591064,3065,2978,6043,3,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,very_low,4
185,186,2018-05-07,spring,0,7,05,0,2,1,1,30.6,34.8,59.0,8.459286,1031,3634,4665,3,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,low,3
186,187,2018-06-07,spring,0,7,06,0,3,1,1,29.5,34.3,74.3,10.042161,784,3845,4629,3,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,low,3
187,188,2018-07-07,summer,0,7,07,0,4,1,1,30.8,34.3,65.1,10.6664,754,3838,4592,4,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,low,3
188,189,2018-08-07,summer,0,7,08,0,5,1,2,29.1,33.5,75.8,15.083643,692,3348,4040,4,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,medium,2
189,190,2018-09-07,summer,0,7,09,0,6,0,1,30.1,33.2,60.9,11.250104,1988,3348,5336,4,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,low,3
190,191,2018-10-07,autumn,0,7,10,0,0,0,1,30.6,34.5,57.8,12.292557,1743,3138,4881,2,very_high,"(28.72, 35.3]",medium,"(38.88, 58.32]",5,0,0,1,0,0,low,3
191,192,2018-11-07,autumn,0,7,11,0,1,1,1,31.3,36.5,63.6,18.916579,723,3363,4086,2,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,medium,2
192,193,2018-12-07,autumn,0,7,12,0,2,1,1,32.6,37.0,55.9,13.417018,662,3596,4258,2,very_high,"(28.72, 35.3]",medium,"(38.88, 58.32]",5,0,0,1,0,0,low,3
193,194,2018-07-13,summer,0,7,13,0,3,1,1,30.6,34.5,63.2,9.790911,748,3594,4342,4,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,low,3
194,195,2018-07-14,summer,0,7,14,0,4,1,1,27.9,31.8,47.6,16.124689,888,4196,5084,4,high,"(22.14, 28.72]",medium,"(38.88, 58.32]",4,0,0,1,0,0,medium,2
195,196,2018-07-15,summer,0,7,15,0,5,1,1,27.2,31.2,59.1,12.249811,1318,4220,5538,4,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,low,3
196,197,2018-07-16,summer,0,7,16,0,6,0,1,28.2,31.9,58.5,13.958914,2418,3505,5923,4,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,low,3
197,198,2018-07-17,summer,0,7,17,0,0,0,1,29.5,33.5,60.4,16.417211,2006,3296,5302,4,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,medium,2
198,199,2018-07-18,summer,0,7,18,0,1,1,1,30.6,35.2,65.1,14.458868,841,3617,4458,4,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,low,3
199,200,2018-07-19,summer,0,7,19,0,2,1,1,31.8,37.4,65.0,8.7502,752,3789,4541,4,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,low,3
200,201,2018-07-20,summer,0,7,20,0,3,1,1,31.5,37.3,70.7,7.625739,644,3688,4332,4,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,very_low,4
201,202,2018-07-21,summer,0,7,21,0,4,1,2,33.4,41.3,69.1,14.875407,632,3152,3784,4,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,medium,2
202,203,2018-07-22,summer,0,7,22,0,5,1,1,34.8,42.0,58.0,8.9177,562,2825,3387,4,very_high,"(28.72, 35.3]",medium,"(38.88, 58.32]",5,0,0,1,0,0,low,3
203,204,2018-07-23,summer,0,7,23,0,6,0,1,34.8,40.2,50.0,8.791807,987,2298,3285,4,very_high,"(28.72, 35.3]",medium,"(38.88, 58.32]",5,0,0,1,0,0,low,3
204,205,2018-07-24,summer,0,7,24,0,0,0,1,34.0,39.7,55.1,11.334457,1050,2556,3606,4,very_high,"(28.72, 35.3]",medium,"(38.88, 58.32]",5,0,0,1,0,0,low,3
205,206,2018-07-25,summer,0,7,25,0,1,1,1,30.5,36.0,75.7,6.0841561,568,3272,3840,4,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,very_low,4
206,207,2018-07-26,summer,0,7,26,0,2,1,1,31.6,34.8,54.1,13.417286,750,3840,4590,4,very_high,"(28.72, 35.3]",medium,"(38.88, 58.32]",5,0,0,1,0,0,low,3
207,208,2018-07-27,summer,0,7,27,0,3,1,1,31.8,34.5,40.3,12.292021,755,3901,4656,4,very_high,"(28.72, 35.3]",medium,"(38.88, 58.32]",5,0,0,1,0,0,low,3
208,209,2018-07-28,summer,0,7,28,0,4,1,1,31.9,37.0,58.3,11.958093,606,3784,4390,4,very_high,"(28.72, 35.3]",medium,"(38.88, 58.32]",5,0,0,1,0,0,low,3
209,210,2018-07-29,summer,0,7,29,0,5,1,1,34.4,39.3,54.2,11.667246,670,3176,3846,4,very_high,"(28.72, 35.3]",medium,"(38.88, 58.32]",5,0,0,1,0,0,low,3
210,211,2018-07-30,summer,0,7,30,0,6,0,1,33.0,36.4,46.6,11.291979,1559,2916,4475,4,very_high,"(28.72, 35.3]",medium,"(38.88, 58.32]",5,0,0,1,0,0,low,3
211,212,2018-07-31,summer,0,7,31,0,0,0,1,33.0,36.5,48.1,11.042471,1524,2778,4302,4,very_high,"(28.72, 35.3]",medium,"(38.88, 58.32]",5,0,0,1,0,0,low,3
212,213,2018-01-08,winter,0,8,01,0,1,1,1,31.6,35.2,55.1,10.500039,729,3537,4266,1,very_high,"(28.72, 35.3]",medium,"(38.88, 58.32]",5,0,0,1,0,0,low,3
213,214,2018-02-08,winter,0,8,02,0,2,1,1,32.1,35.4,49.1,13.79195,801,4044,4845,1,very_high,"(28.72, 35.3]",medium,"(38.88, 58.32]",5,0,0,1,0,0,low,3
214,215,2018-03-08,winter,0,8,03,0,3,1,2,30.0,34.0,65.8,9.084061,467,3107,3574,1,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,low,3
215,216,2018-04-08,spring,0,8,04,0,4,1,2,29.1,33.2,75.8,13.20905,799,3777,4576,3,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,low,3
216,217,2018-05-08,spring,0,8,05,0,5,1,1,29.1,32.8,63.1,12.374632,1023,3843,4866,3,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,low,3
217,218,2018-06-08,spring,0,8,06,0,6,0,2,29.4,33.8,75.5,15.29275,1521,2773,4294,3,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,medium,2
218,219,2018-07-08,summer,0,8,07,0,0,0,1,30.4,35.8,75.3,13.499629,1298,2487,3785,4,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,low,3
219,220,2018-08-08,summer,0,8,08,0,1,1,1,31.4,35.2,59.2,12.875725,846,3480,4326,4,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,low,3
220,221,2018-09-08,summer,0,8,09,0,2,1,1,31.8,36.2,57.0,10.125107,907,3695,4602,4,very_high,"(28.72, 35.3]",medium,"(38.88, 58.32]",5,0,0,1,0,0,low,3
221,222,2018-10-08,autumn,0,8,10,0,3,1,1,31.4,34.2,42.4,13.417286,884,3896,4780,2,very_high,"(28.72, 35.3]",medium,"(38.88, 58.32]",5,0,0,1,0,0,low,3
222,223,2018-11-08,autumn,0,8,11,0,4,1,1,29.4,32.6,42.4,11.041332,812,3980,4792,2,very_high,"(28.72, 35.3]",medium,"(38.88, 58.32]",5,0,0,1,0,0,low,3
223,224,2018-12-08,autumn,0,8,12,0,5,1,1,29.0,32.7,41.5,8.416607,1051,3854,4905,2,very_high,"(28.72, 35.3]",medium,"(38.88, 58.32]",5,0,0,1,0,0,low,3
224,225,2018-08-13,summer,0,8,13,0,6,0,2,28.1,32.3,73.0,14.167418,1504,2646,4150,4,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,low,3
225,226,2018-08-14,summer,0,8,14,0,0,0,2,27.7,31.2,81.8,14.916411,1338,2482,3820,4,high,"(22.14, 28.72]",very_high,"(77.76, 97.2]",4,0,0,0,0,1,medium,2
226,227,2018-08-15,summer,0,8,15,0,1,1,1,27.3,30.8,71.2,13.999918,775,3563,4338,4,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,low,3
227,228,2018-08-16,summer,0,8,16,0,2,1,1,28.7,32.3,57.8,15.834043,721,4004,4725,4,high,"(22.14, 28.72]",medium,"(38.88, 58.32]",4,0,0,1,0,0,medium,2
228,229,2018-08-17,summer,0,8,17,0,3,1,1,29.7,33.3,57.5,9.625689,668,4026,4694,4,very_high,"(28.72, 35.3]",medium,"(38.88, 58.32]",5,0,0,1,0,0,low,3
229,230,2018-08-18,summer,0,8,18,0,4,1,1,29.2,33.1,65.5,15.624936,639,3166,3805,4,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,medium,2
230,231,2018-08-19,summer,0,8,19,0,5,1,2,28.1,31.7,72.3,9.333636,797,3356,4153,4,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,low,3
231,232,2018-08-20,summer,0,8,20,0,6,0,1,28.6,32.4,67.4,6.999289,1914,3277,5191,4,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,very_low,4
232,233,2018-08-21,summer,0,8,21,0,0,0,1,29.1,33.8,77.0,16.666518,1249,2624,3873,4,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,medium,2
233,234,2018-08-22,summer,0,8,22,0,1,1,1,28.4,31.9,47.0,18.54225,833,3925,4758,4,high,"(22.14, 28.72]",medium,"(38.88, 58.32]",4,0,0,1,0,0,medium,2
234,235,2018-08-23,summer,0,8,23,0,2,1,1,26.3,30.3,45.5,9.833121,1281,4614,5895,4,high,"(22.14, 28.72]",medium,"(38.88, 58.32]",4,0,0,1,0,0,low,3
235,236,2018-08-24,summer,0,8,24,0,3,1,1,27.6,31.5,60.5,16.958236,949,4181,5130,4,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,medium,2
236,237,2018-08-25,summer,0,8,25,0,4,1,2,28.1,32.3,77.2,14.125811,435,3107,3542,4,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,low,3
237,238,2018-08-26,summer,0,8,26,0,5,1,1,28.7,33.0,76.1,5.6254875,768,3893,4661,4,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,very_low,4
238,239,2018-08-27,summer,0,8,27,0,6,0,2,27.9,31.8,85.0,25.166339,226,889,1115,4,high,"(22.14, 28.72]",very_high,"(77.76, 97.2]",4,0,0,0,0,1,high,1
239,240,2018-08-28,summer,0,8,28,0,0,0,1,29.0,32.4,56.2,20.412153,1415,2919,4334,4,very_high,"(28.72, 35.3]",medium,"(38.88, 58.32]",5,0,0,1,0,0,medium,2
240,241,2018-08-29,summer,0,8,29,0,1,1,1,26.1,30.4,55.5,10.708275,729,3905,4634,4,high,"(22.14, 28.72]",medium,"(38.88, 58.32]",4,0,0,1,0,0,low,3
241,242,2018-08-30,summer,0,8,30,0,2,1,1,26.2,29.7,54.8,8.375536,775,4429,5204,4,high,"(22.14, 28.72]",medium,"(38.88, 58.32]",4,0,0,1,0,0,low,3
242,243,2018-08-31,summer,0,8,31,0,3,1,1,26.9,30.6,59.8,5.5833311,688,4370,5058,4,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,very_low,4
243,244,2018-01-09,winter,0,9,01,0,4,1,1,26.9,30.7,63.9,9.500332,783,4332,5115,1,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,low,3
244,245,2018-02-09,winter,0,9,02,0,5,1,2,26.4,30.2,72.7,9.375243,875,3852,4727,1,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,low,3
245,246,2018-03-09,winter,0,9,03,0,6,0,1,27.4,31.7,71.7,12.416775,1935,2549,4484,1,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,low,3
246,247,2018-04-09,spring,0,9,04,0,0,0,1,29.1,33.3,74.2,13.833289,2521,2419,4940,3,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,low,3
247,248,2018-05-09,spring,0,9,05,1,1,0,2,27.6,31.3,79.0,14.250632,1236,2115,3351,3,high,"(22.14, 28.72]",very_high,"(77.76, 97.2]",4,0,0,0,0,1,low,3
248,249,2018-06-09,spring,0,9,06,0,2,1,3,22.1,25.8,88.7,23.044181,204,2506,2710,3,medium,"(15.56, 22.14]",very_high,"(77.76, 97.2]",3,0,0,0,0,1,high,1
249,250,2018-07-09,summer,0,9,07,0,3,1,3,24.6,27.2,91.7,6.5003936,118,1878,1996,4,high,"(22.14, 28.72]",very_high,"(77.76, 97.2]",4,0,0,0,0,1,very_low,4
250,251,2018-08-09,summer,0,9,08,0,4,1,3,26.0,27.8,94.0,12.914116,153,1689,1842,4,high,"(22.14, 28.72]",very_high,"(77.76, 97.2]",4,0,0,0,0,1,low,3
251,252,2018-09-09,summer,0,9,09,0,5,1,2,26.6,28.9,89.8,8.333393,417,3127,3544,4,high,"(22.14, 28.72]",very_high,"(77.76, 97.2]",4,0,0,0,0,1,low,3
252,253,2018-10-09,autumn,0,9,10,0,6,0,1,27.1,30.4,75.4,10.291736,1750,3595,5345,2,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,low,3
253,254,2018-11-09,autumn,0,9,11,0,0,0,1,26.8,30.5,71.4,7.708618,1633,3413,5046,2,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,very_low,4
254,255,2018-12-09,autumn,0,9,12,0,1,1,1,26.4,30.1,69.2,5.957171,690,4023,4713,2,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,very_low,4
255,256,2018-09-13,summer,0,9,13,0,2,1,1,26.7,30.2,71.2,9.500868,701,4062,4763,4,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,low,3
256,257,2018-09-14,summer,0,9,14,0,3,1,1,27.6,31.3,69.7,11.2091,647,4138,4785,4,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,low,3
257,258,2018-09-15,summer,0,9,15,0,4,1,2,23.7,27.7,70.9,18.166782,428,3231,3659,4,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,medium,2
258,259,2018-09-16,summer,0,9,16,0,5,1,2,19.2,23.1,59.0,11.000261,742,4018,4760,4,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,low,3
259,260,2018-09-17,summer,0,9,17,0,6,0,2,20.2,23.9,71.8,12.708225,1434,3077,4511,4,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,low,3
260,261,2018-09-18,summer,0,9,18,0,0,0,1,20.8,24.5,69.5,11.958361,1353,2921,4274,4,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,low,3
261,262,2018-09-19,summer,0,9,19,0,1,1,2,22.5,26.5,69.0,10.166714,691,3848,4539,4,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,low,3
262,263,2018-09-20,summer,0,9,20,0,2,1,2,23.0,26.6,88.1,9.041918,438,3203,3641,4,high,"(22.14, 28.72]",very_high,"(77.76, 97.2]",4,0,0,0,0,1,low,3
263,264,2018-09-21,summer,0,9,21,0,3,1,2,24.4,27.5,90.0,6.4590814,539,3813,4352,4,high,"(22.14, 28.72]",very_high,"(77.76, 97.2]",4,0,0,0,0,1,very_low,4
264,265,2018-09-22,summer,0,9,22,0,4,1,2,25.8,27.7,90.2,8.584375,555,4240,4795,4,high,"(22.14, 28.72]",very_high,"(77.76, 97.2]",4,0,0,0,0,1,low,3
265,266,2018-09-23,summer,0,9,23,0,5,1,2,25.0,26.1,97.2,5.2505689,258,2137,2395,4,high,"(22.14, 28.72]",very_high,"(77.76, 97.2]",4,0,0,0,0,1,very_low,4
266,267,2018-09-24,summer,0,9,24,0,6,0,2,24.9,28.2,86.2,5.2516811,1776,3647,5423,4,high,"(22.14, 28.72]",very_high,"(77.76, 97.2]",4,0,0,0,0,1,very_low,4
267,268,2018-09-25,summer,0,9,25,0,0,0,2,26.0,28.6,84.5,3.3754064,1544,3466,5010,4,high,"(22.14, 28.72]",very_high,"(77.76, 97.2]",4,0,0,0,0,1,very_low,4
268,269,2018-09-26,summer,0,9,26,0,1,1,2,26.6,29.5,84.8,7.4169,684,3946,4630,4,high,"(22.14, 28.72]",very_high,"(77.76, 97.2]",4,0,0,0,0,1,very_low,4
269,270,2018-09-27,summer,0,9,27,0,2,1,2,26.1,28.7,88.5,7.917457,477,3643,4120,4,high,"(22.14, 28.72]",very_high,"(77.76, 97.2]",4,0,0,0,0,1,very_low,4
270,271,2018-09-28,summer,0,9,28,0,3,1,2,26.0,28.8,84.9,9.958143,480,3427,3907,4,high,"(22.14, 28.72]",very_high,"(77.76, 97.2]",4,0,0,0,0,1,low,3
